id,target
32729,1016.6378
32730,1074.287
32731,999.83984
32732,1059.7798
32733,909.04193
32734,909.4874
32831,835.663
32736,859.2184
32737,859.2184
32738,859.2184
32739,799.56323
32740,800.1421
32741,800.1421
32742,800.1421
32743,737.5165
32744,748.05396
32745,748.05396
32746,748.05396
32747,731.0643
32748,737.0668
32749,737.0668
32750,737.0668
32751,731.0643
32752,737.0668
32753,737.0668
32754,737.0668
32755,731.0643
32756,737.0668
32757,737.0668
32758,737.0668
32759,731.0643
32760,737.0668
32761,737.0668
32762,737.0668
32763,737.5165
32764,747.8325
32765,747.8325
32766,753.7973
32767,3208.8645
32768,3999.4583
32769,5016.1147
32770,5004.932
32771,4336.6406
32772,6395.5166
32773,6394.971
32774,6395.254
32775,6379.049
32776,6494.6157
32777,6487.5884
32778,6487.5884
32779,6488.455
32780,6406.4854
32781,6497.3105
32782,6497.826
32783,5638.0645
32784,1858.7843
32785,2164.1624
32786,2164.4377
32787,6806.6733
32788,6656.724
32789,6390.3916
32790,6389.9497
32791,6503.1494
32792,6383.2095
32793,6364.29
32794,6364.29
32795,6368.9175
32796,6369.505
32797,6369.648
32798,6369.648
32799,6368.645
32800,6369.2324
32801,6369.2324
32802,6369.2324
32803,2626.6006
32804,2263.3286
32805,2183.0613
32806,2191.7666
32807,1663.2938
32808,1442.3876
32809,1440.5974
32810,1786.7357
32811,2091.0967
32812,2081.4536
32813,2031.9908
32814,2031.9908
32815,1797.5533
32816,2015.2522
32817,1991.6941
32818,1991.6941
32819,1920.3723
32820,1995.3967
32821,1974.793
32822,1980.3458
32823,2053.5195
32824,1226.9946
32825,1111.3379
32826,1111.3379
32827,960.0367
32828,846.9133
32829,846.9133
32830,846.9133
32927,743.7579
32832,770.0764
32833,770.0764
32834,770.0764
32835,716.4694
32836,717.1353
32837,717.1353
32838,717.1353
32839,697.8573
32840,697.1155
32841,697.1155
32842,715.3564
32843,697.8573
32844,697.1155
32845,697.1155
32846,715.3564
32847,697.8573
32848,697.1155
32849,697.1155
32850,715.3564
32851,697.8573
32852,697.1155
32853,697.1155
32854,715.3564
32855,697.8573
32856,697.1155
32857,697.1155
32858,715.3564
32859,712.6854
32860,715.43677
32861,715.43677
32862,718.5774
32863,2213.8086
32864,2858.405
32865,3574.0396
32866,3682.926
32867,3071.8013
32868,2769.1624
32869,2769.3052
32870,2761.7896
32871,1849.603
32872,1816.024
32873,1818.4788
32874,1821.0139
32875,1852.4255
32876,1522.8599
32877,1418.58
32878,1418.581
32879,1548.3104
32880,1571.8802
32881,1708.6383
32882,1709.9098
32883,1798.293
32884,1799.366
32885,1799.366
32886,1799.6091
32887,1800.3236
32888,1801.3966
32889,1801.3966
32890,1801.3966
32891,1799.743
32892,1800.816
32893,1800.959
32894,1800.959
32895,1823.5333
32896,1800.3341
32897,1800.3341
32898,1825.3481
32899,1799.4628
32900,1799.9424
32901,1799.9424
32902,1824.4669
32903,1346.1171
32904,1076.0463
32905,1076.0463
32906,1346.5967
32907,1800.2844
32908,1800.764
32909,1800.764
32910,1800.764
32911,1800.3711
32912,1800.8507
32913,1800.8507
32914,1800.8507
32915,1869.4388
32916,1861.8486
32917,1861.8486
32918,1860.8674
32919,1793.0564
32920,1151.3881
32921,771.37494
32922,771.37494
32923,746.1072
32924,778.5764
32925,771.16766
32926,771.16766
33023,828.8764
32928,834.43896
32929,834.43896
32930,834.43896
32931,769.53894
32932,769.53894
32933,769.53894
32934,769.53894
32935,695.28375
32936,714.238
32937,714.238
32938,714.238
32939,695.28375
32940,714.238
32941,714.238
32942,714.238
32943,695.28375
32944,714.238
32945,714.238
32946,714.238
32947,695.28375
32948,714.238
32949,714.238
32950,714.238
32951,695.28375
32952,714.238
32953,714.238
32954,714.238
32955,711.8579
32956,712.6364
32957,712.6364
32958,717.1119
32959,1310.5359
32960,5007.6797
32961,10421.428
32962,10400.445
32963,9198.497
32964,8860.738
32965,8745.714
32966,8746.12
32967,8662.33
32968,8861.1045
32969,8857.328
32970,8861.357
32971,7820.992
32972,8020.5
32973,8109.215
32974,8106.3315
32975,8545.688
32976,1965.9462
32977,2246.581
32978,2243.181
32979,6881.328
32980,7073.6113
32981,7870.2715
32982,7869.818
32983,8614.738
32984,8426.304
32985,8424.669
32986,8422.689
32987,8610.147
32988,8422.988
32989,8422.474
32990,8419.242
32991,8607.642
32992,8420.888
32993,8421.933
32994,8418.701
32995,7139.3677
32996,7144.7393
32997,7144.912
32998,6384.277
32999,6214.641
33000,6344.9644
33001,6457.4385
33002,6383.645
33003,6534.7056
33004,6673.4116
33005,6721.648
33006,6582.801
33007,6538.293
33008,6677.8975
33009,6724.408
33010,6535.349
33011,3799.6555
33012,2136.9177
33013,2020.1904
33014,1925.1945
33015,2327.4456
33016,1452.2426
33017,1138.8906
33018,1138.8906
33019,1073.9553
33020,1015.4113
33021,854.26196
33022,854.26196
33119,1107.4053
33024,1077.9421
33025,1077.9421
33026,1077.9421
33027,918.899
33028,906.30884
33029,906.30884
33030,906.30884
33031,748.3363
33032,755.3827
33033,755.3827
33034,755.3827
33035,747.1745
33036,755.3827
33037,755.3827
33038,755.3827
33039,747.1745
33040,755.3827
33041,755.3827
33042,755.3827
33043,747.1745
33044,755.3827
33045,755.3827
33046,755.3827
33047,747.1745
33048,755.3827
33049,755.3827
33050,755.3827
33051,753.50525
33052,754.2209
33053,754.2209
33054,754.13617
33055,1178.6907
33056,5500.8804
33057,10680.348
33058,10563.205
33059,9484.641
33060,8749.092
33061,8744.358
33062,8744.804
33063,8662.394
33064,8742.935
33065,8743.01
33066,8745.425
33067,7820.688
33068,8111.362
33069,8200.652
33070,8199.2295
33071,8699.041
33072,2023.7528
33073,2299.3005
33074,2289.4695
33075,6846.4155
33076,7118.6045
33077,7795.786
33078,7795.5483
33079,8614.374
33080,8424.269
33081,8392.848
33082,8392.49
33083,8606.542
33084,8420.953
33085,8389.417
33086,8386.811
33087,8604.036
33088,8418.853
33089,8388.876
33090,8386.27
33091,7093.449
33092,7147.6973
33093,7146.974
33094,6384.763
33095,6191.7637
33096,6326.2534
33097,6467.184
33098,6221.119
33099,6537.065
33100,6581.1797
33101,6679.9097
33102,6543.26
33103,6540.6523
33104,6676.9375
33105,6714.2153
33106,6459.819
33107,3666.8928
33108,2136.829
33109,1928.595
33110,1928.27
33111,2595.887
33112,1766.8672
33113,1648.0238
33114,1648.0238
33115,1646.8713
33116,1524.6616
33117,1449.4548
33118,1449.4548
33215,994.3976
33120,1015.4843
33121,1015.4843
33122,1015.4843
33123,905.7135
33124,906.39404
33125,906.39404
33126,906.39404
33127,737.45764
33128,758.4702
33129,758.4702
33130,758.4702
33131,737.45764
33132,749.1116
33133,749.1116
33134,748.57544
33135,737.45764
33136,749.1116
33137,749.1116
33138,748.57544
33139,737.45764
33140,749.1116
33141,749.1116
33142,748.57544
33143,737.45764
33144,749.1116
33145,749.1116
33146,748.57544
33147,748.354
33148,755.6218
33149,755.6218
33150,754.3188
33151,1210.3314
33152,5826.493
33153,11083.735
33154,11086.945
33155,9504.007
33156,8751.452
33157,8746.585
33158,8746.187
33159,8662.866
33160,8746.833
33161,8746.139
33162,8745.913
33163,7821.0615
33164,8112.06
33165,8200.643
33166,8199.22
33167,8521.154
33168,1963.7065
33169,2253.8247
33170,2250.4246
33171,6844.967
33172,7122.1147
33173,7796.9097
33174,7796.0557
33175,8612.875
33176,8424.343
33177,8394.794
33178,8394.437
33179,8605.043
33180,8421.027
33181,8391.363
33182,8388.757
33183,8602.537
33184,8418.927
33185,8390.822
33186,8388.216
33187,7136.234
33188,7194.5435
33189,7194.7163
33190,6386.2524
33191,6214.2876
33192,6381.231
33193,6448.212
33194,6344.4834
33195,6577.1997
33196,6674.5234
33197,6721.6147
33198,6581.2793
33199,6580.787
33200,6678.7886
33201,6713.205
33202,6533.8276
33203,3418.1304
33204,2021.1215
33205,1795.9663
33206,1793.0275
33207,2052.3079
33208,1193.6224
33209,986.4638
33210,987.7832
33211,918.02203
33212,1084.821
33213,964.15765
33214,964.15765
33311,970.82166
33216,970.82166
33217,970.82166
33218,970.37616
33219,875.7088
33220,876.38934
33221,876.38934
33222,876.38934
33223,737.54297
33224,755.70715
33225,755.70715
33226,755.70715
33227,737.54297
33228,748.66077
33229,748.66077
33230,748.66077
33231,737.54297
33232,748.66077
33233,748.66077
33234,748.66077
33235,737.54297
33236,748.66077
33237,748.66077
33238,748.66077
33239,737.54297
33240,748.66077
33241,748.66077
33242,748.66077
33243,748.43933
33244,755.4857
33245,755.4857
33246,754.4041
33247,1210.8342
33248,5826.986
33249,11037.183
33250,10983.629
33251,9493.519
33252,8751.665
33253,8749.853
33254,8749.2
33255,8665.541
33256,8750.101
33257,8749.406
33258,8749.181
33259,7822.2734
33260,8114.014
33261,8143.4463
33262,8142.02
33263,8518.783
33264,1946.4402
33265,2254.3179
33266,2250.9177
33267,6845.25
33268,7135.9043
33269,7797.718
33270,7796.864
33271,8615.865
33272,8428.284
33273,8402.132
33274,8401.774
33275,8607.718
33276,8424.653
33277,8398.386
33278,8395.779
33279,8605.212
33280,8422.553
33281,8397.845
33282,8395.238
33283,7097.5444
33284,7146.5796
33285,7145.8564
33286,6378.058
33287,6200.4604
33288,6340.7236
33289,6472.056
33290,6339.4927
33291,6537.053
33292,6674.7954
33293,6687.4995
33294,6539.678
33295,6540.6406
33296,6680.2114
33297,6725.8623
33298,6538.4014
33299,3528.7737
33300,2021.2864
33301,1791.667
33302,1779.1416
33303,2054.5154
33304,1167.7461
33305,985.6421
33306,986.9615
33307,910.1221
33308,1082.9332
33309,964.32245
33310,964.32245
33407,964.986
33312,964.986
33313,964.986
33314,964.636
33315,859.4027
33316,875.65295
33317,875.65295
33318,875.65295
33319,737.4871
33320,748.6049
33321,748.6049
33322,748.6049
33323,731.0313
33324,737.4871
33325,737.4871
33326,737.4871
33327,731.0313
33328,737.4871
33329,737.4871
33330,737.4871
33331,731.0313
33332,737.4871
33333,737.4871
33334,737.4871
33335,731.0313
33336,737.4871
33337,737.4871
33338,737.4871
33339,747.31055
33340,755.4299
33341,755.4299
33342,754.34827
33343,1179.4253
33344,5389.509
33345,10394.005
33346,10382.114
33347,9178.567
33348,8751.951
33349,8750.747
33350,8751.553
33351,8677.566
33352,8751.977
33353,8753.645
33354,8755.368
33355,7677.3853
33356,8115.152
33357,8110.233
33358,8107.3496
33359,8299.8955
33360,1949.875
33361,2146.3372
33362,2143.4736
33363,6836.523
33364,7073.432
33365,7759.012
33366,7756.375
33367,8588.781
33368,8326.465
33369,8329.204
33370,8328.847
33371,8580.979
33372,8323.968
33373,8324.922
33374,8324.523
33375,8580.6875
33376,8325.688
33377,8328.202
33378,8327.804
33379,6953.331
33380,7002.7173
33381,7003.276
33382,6392.071
33383,6147.644
33384,6218.031
33385,6348.265
33386,6219.815
33387,6479.0757
33388,6580.219
33389,6580.916
33390,6502.28
33391,6481.4043
33392,6584.578
33393,6679.8257
33394,6466.892
33395,3534.5906
33396,1932.1324
33397,1795.441
33398,1781.6912
33399,2136.8406
33400,1296.3383
33401,1042.2324
33402,1074.287
33403,995.53046
33404,1114.6934
33405,973.79047
33406,974.23596
33503,898.1044
33408,903.82983
33409,903.82983
33410,903.82983
33411,829.02423
33412,829.56055
33413,829.56055
33414,829.56055
33415,736.7512
33416,747.2887
33417,747.2887
33418,747.2887
33419,730.299
33420,747.2887
33421,747.2887
33422,747.2887
33423,730.299
33424,747.2887
33425,747.2887
33426,747.2887
33427,730.299
33428,747.2887
33429,747.2887
33430,747.2887
33431,730.299
33432,747.2887
33433,747.2887
33434,747.2887
33435,745.9943
33436,754.11365
33437,754.11365
33438,753.03204
33439,2889.7095
33440,3850.89
33441,4670.5664
33442,4710.749
33443,4144.1313
33444,3836.6816
33445,3712.5332
33446,3716.526
33447,2761.3982
33448,2664.522
33449,2709.9595
33450,2712.3472
33451,2762.1035
33452,2607.8574
33453,2607.7554
33454,2606.9263
33455,2180.3162
33456,1915.5222
33457,2191.6865
33458,2195.024
33459,2876.848
33460,2877.921
33461,2877.921
33462,2879.3357
33463,2880.1436
33464,2881.2166
33465,2881.2166
33466,2881.2166
33467,2888.9294
33468,2890.0024
33469,2890.1453
33470,2890.1453
33471,2888.4912
33472,2889.5642
33473,2889.5642
33474,2967.1877
33475,1930.4348
33476,1931.5461
33477,1931.5461
33478,1932.792
33479,1340.2064
33480,975.5055
33481,975.8481
33482,1627.0024
33483,1932.726
33484,1935.0632
33485,1935.0632
33486,1935.0632
33487,1925.3582
33488,1933.2922
33489,1933.2922
33490,1933.2922
33491,1981.0422
33492,1990.9774
33493,1980.271
33494,1980.271
33495,1929.3186
33496,1096.3438
33497,839.203
33498,839.203
33499,883.0293
33500,901.7125
33501,901.7125
33502,901.7125
33599,762.80646
33504,775.2454
33505,775.2454
33506,775.2454
33507,714.70483
33508,715.7627
33509,715.7627
33510,715.7627
33511,695.6369
33512,714.5911
33513,714.5911
33514,714.5911
33515,697.09204
33516,696.3502
33517,696.3502
33518,714.5911
33519,697.09204
33520,696.3502
33521,696.3502
33522,714.5911
33523,697.09204
33524,696.3502
33525,696.3502
33526,714.5911
33527,697.09204
33528,696.3502
33529,696.3502
33530,714.5911
33531,711.92017
33532,714.6715
33533,714.6715
33534,717.81213
33535,2331.3584
33536,3199.3271
33537,3702.4365
33538,3717.653
33539,3091.6848
33540,6069.8726
33541,6070.999
33542,6075.0786
33543,6079.4346
33544,6037.7744
33545,6038.6797
33546,6040.322
33547,6071.293
33548,6071.8804
33549,6070.9927
33550,6071.5083
33551,4214.511
33552,1985.3866
33553,2268.1274
33554,2271.3284
33555,6205.034
33556,5959.2637
33557,5959.255
33558,5953.4263
33559,5958.4873
33560,5956.609
33561,5955.216
33562,5955.718
33563,5955.7793
33564,5953.901
33565,5952.571
33566,5953.0728
33567,5810.595
33568,5808.717
33569,5807.11
33570,5807.1904
33571,2597.2214
33572,2791.3494
33573,2790.631
33574,2474.2324
33575,2705.9407
33576,2707.8489
33577,2774.3796
33578,2774.3796
33579,2781.6682
33580,2782.148
33581,2782.148
33582,2782.148
33583,2706.6099
33584,2625.5479
33585,2625.5479
33586,2564.2239
33587,1923.3625
33588,2011.5868
33589,1919.7584
33590,1813.6605
33591,1833.7222
33592,1515.1903
33593,1089.1436
33594,1089.6674
33595,973.85156
33596,777.18884
33597,769.6193
33598,769.6193
33695,845.99097
33600,858.8259
33601,858.8259
33602,858.8259
33603,789.15485
33604,789.15485
33605,789.15485
33606,789.15485
33607,694.5185
33608,713.4727
33609,713.4727
33610,713.4727
33611,694.5185
33612,713.4727
33613,713.4727
33614,713.4727
33615,694.5185
33616,713.4727
33617,713.4727
33618,713.4727
33619,694.5185
33620,713.4727
33621,713.4727
33622,713.4727
33623,694.5185
33624,713.4727
33625,713.4727
33626,713.4727
33627,711.09265
33628,711.87115
33629,711.87115
33630,716.3466
33631,1309.7708
33632,5007.5205
33633,10399.375
33634,10380.005
33635,9217.166
33636,8862.275
33637,8746.49
33638,8746.871
33639,8665.867
33640,8862.345
33641,8858.605
33642,8861.319
33643,7820.992
33644,8021.497
33645,8110.212
33646,8107.3286
33647,8525.144
33648,1877.2671
33649,2246.4124
33650,2243.5073
33651,6880.556
33652,7074.109
33653,7869.507
33654,7869.053
33655,8616.498
33656,8429.269
33657,8426.928
33658,8424.948
33659,8611.907
33660,8425.953
33661,8424.732
33662,8421.501
33663,8609.401
33664,8423.853
33665,8424.191
33666,8420.96
33667,7093.0186
33668,7147.692
33669,7146.9688
33670,6375.997
33671,6200.074
33672,6328.5493
33673,6469.48
33674,6330.3335
33675,6547.2217
33676,6583.335
33677,6678.781
33678,6542.693
33679,6552.311
33680,6677.89
33681,6683.1953
33682,6541.4067
33683,3423.7732
33684,2134.9524
33685,1925.5348
33686,1818.1602
33687,2220.9133
33688,1453.067
33689,1138.1255
33690,1138.1255
33691,1073.1902
33692,1011.1902
33693,862.8467
33694,862.8467
33791,1199.7909
33696,1169.3298
33697,1169.3298
33698,1169.3298
33699,962.0888
33700,962.1973
33701,962.1973
33702,962.1973
33703,747.57104
33704,754.61743
33705,754.61743
33706,754.61743
33707,737.1244
33708,747.57104
33709,747.57104
33710,754.61743
33711,737.1244
33712,747.57104
33713,747.57104
33714,754.61743
33715,737.1244
33716,747.57104
33717,747.57104
33718,754.61743
33719,737.1244
33720,747.57104
33721,747.57104
33722,754.61743
33723,745.6936
33724,753.4556
33725,753.4556
33726,753.3709
33727,1177.9255
33728,5500.1157
33729,10252.193
33730,10244.9
33731,9348.707
33732,8749.012
33733,8746.837
33734,8746.46
33735,8665.644
33736,8747.967
33737,8746.127
33738,8747.081
33739,7808.3154
33740,8062.665
33741,8156.165
33742,8154.0547
33743,8613.453
33744,2016.5153
33745,2297.9985
33746,2291.1248
33747,6844.0356
33748,7125.397
