id,target,측정일시
32256,1948.8631591796875,2024-12-03 00:15:00
32257,1971.26708984375,2024-12-03 00:30:00
32258,1995.6802978515625,2024-12-03 00:45:00
32259,1852.3712158203125,2024-12-03 01:00:00
32260,1877.395751953125,2024-12-03 01:15:00
32261,1903.814208984375,2024-12-03 01:30:00
32262,1929.201904296875,2024-12-03 01:45:00
32263,916.9088134765624,2024-12-03 02:00:00
32264,947.7862548828124,2024-12-03 02:15:00
32265,990.9442138671876,2024-12-03 02:30:00
32266,1034.0911865234375,2024-12-03 02:45:00
32267,888.9974365234375,2024-12-03 03:00:00
32268,902.3023681640624,2024-12-03 03:15:00
32269,928.0821533203124,2024-12-03 03:30:00
32270,973.0181884765624,2024-12-03 03:45:00
32271,858.8568115234375,2024-12-03 04:00:00
32272,870.9644775390625,2024-12-03 04:15:00
32273,883.7086181640625,2024-12-03 04:30:00
32274,912.2584228515624,2024-12-03 04:45:00
32275,850.3187255859375,2024-12-03 05:00:00
32276,846.2445068359375,2024-12-03 05:15:00
32277,844.4239501953125,2024-12-03 05:30:00
32278,855.3863525390625,2024-12-03 05:45:00
32279,834.0518798828125,2024-12-03 06:00:00
32280,826.3812255859375,2024-12-03 06:15:00
32281,816.9351806640625,2024-12-03 06:30:00
32282,805.1766357421875,2024-12-03 06:45:00
32283,824.9586181640625,2024-12-03 07:00:00
32284,815.0538330078125,2024-12-03 07:15:00
32285,803.7518310546875,2024-12-03 07:30:00
32286,797.8424072265625,2024-12-03 07:45:00
32287,1989.433349609375,2024-12-03 08:00:00
32288,6127.8291015625,2024-12-03 08:15:00
32289,9286.431640625,2024-12-03 08:30:00
32290,9349.064453125,2024-12-03 08:45:00
32291,10003.6943359375,2024-12-03 09:00:00
32292,9937.521484375,2024-12-03 09:15:00
32293,9874.412109375,2024-12-03 09:30:00
32294,9809.84765625,2024-12-03 09:45:00
32295,9872.59765625,2024-12-03 10:00:00
32296,9972.072265625,2024-12-03 10:15:00
32297,9963.998046875,2024-12-03 10:30:00
32298,9950.287109375,2024-12-03 10:45:00
32299,9354.7265625,2024-12-03 11:00:00
32300,9358.8662109375,2024-12-03 11:15:00
32301,9354.1689453125,2024-12-03 11:30:00
32302,9367.3037109375,2024-12-03 11:45:00
32303,9881.271484375,2024-12-03 12:00:00
32304,2576.335693359375,2024-12-03 12:15:00
32305,2565.83740234375,2024-12-03 12:30:00
32306,2553.08544921875,2024-12-03 12:45:00
32307,5822.181640625,2024-12-03 13:00:00
32308,9024.5869140625,2024-12-03 13:15:00
32309,9275.8125,2024-12-03 13:30:00
32310,9217.1181640625,2024-12-03 13:45:00
32311,9999.6806640625,2024-12-03 14:00:00
32312,9945.283203125,2024-12-03 14:15:00
32313,10148.3525390625,2024-12-03 14:30:00
32314,10147.7412109375,2024-12-03 14:45:00
32315,10293.115234375,2024-12-03 15:00:00
32316,10270.6689453125,2024-12-03 15:15:00
32317,10298.484375,2024-12-03 15:30:00
32318,10298.58984375,2024-12-03 15:45:00
32319,10442.759765625,2024-12-03 16:00:00
32320,10389.8251953125,2024-12-03 16:15:00
32321,10409.267578125,2024-12-03 16:30:00
32322,10424.58203125,2024-12-03 16:45:00
32323,9359.45703125,2024-12-03 17:00:00
32324,9508.353515625,2024-12-03 17:15:00
32325,9508.9677734375,2024-12-03 17:30:00
32326,9291.8447265625,2024-12-03 17:45:00
32327,8961.94921875,2024-12-03 18:00:00
32328,8955.9267578125,2024-12-03 18:15:00
32329,8932.546875,2024-12-03 18:30:00
32330,8921.4404296875,2024-12-03 18:45:00
32331,9193.4169921875,2024-12-03 19:00:00
32332,9214.7275390625,2024-12-03 19:15:00
32333,9220.576171875,2024-12-03 19:30:00
32334,9232.30078125,2024-12-03 19:45:00
32335,9306.3037109375,2024-12-03 20:00:00
32336,9251.1630859375,2024-12-03 20:15:00
32337,9273.744140625,2024-12-03 20:30:00
32338,9267.21484375,2024-12-03 20:45:00
32339,5686.39111328125,2024-12-03 21:00:00
32340,3075.109130859375,2024-12-03 21:15:00
32341,2941.222900390625,2024-12-03 21:30:00
32342,2932.85498046875,2024-12-03 21:45:00
32343,3073.2431640625,2024-12-03 22:00:00
32344,3579.079833984375,2024-12-03 22:15:00
32345,3538.103271484375,2024-12-03 22:30:00
32346,3469.91748046875,2024-12-03 22:45:00
32347,3635.1220703125,2024-12-03 23:00:00
32348,2170.6904296875,2024-12-03 23:15:00
32349,2313.251708984375,2024-12-03 23:30:00
32350,2297.9677734375,2024-12-03 23:45:00
32447,2205.60791015625,2024-12-04 00:00:00
32352,2121.38623046875,2024-12-04 00:15:00
32353,2128.803466796875,2024-12-04 00:30:00
32354,2143.171142578125,2024-12-04 00:45:00
32355,1929.897216796875,2024-12-04 01:00:00
32356,1904.070556640625,2024-12-04 01:15:00
32357,1924.51123046875,2024-12-04 01:30:00
32358,1935.522216796875,2024-12-04 01:45:00
32359,912.0643310546876,2024-12-04 02:00:00
32360,926.3646240234376,2024-12-04 02:15:00
32361,939.4901123046876,2024-12-04 02:30:00
32362,949.4947509765624,2024-12-04 02:45:00
32363,873.1549072265625,2024-12-04 03:00:00
32364,866.3990478515625,2024-12-04 03:15:00
32365,876.9427490234375,2024-12-04 03:30:00
32366,890.5938720703125,2024-12-04 03:45:00
32367,842.5394287109375,2024-12-04 04:00:00
32368,831.4366455078125,2024-12-04 04:15:00
32369,825.0447998046875,2024-12-04 04:30:00
32370,826.5452880859375,2024-12-04 04:45:00
32371,829.3248291015625,2024-12-04 05:00:00
32372,819.3143310546875,2024-12-04 05:15:00
32373,812.5472412109375,2024-12-04 05:30:00
32374,811.8541259765625,2024-12-04 05:45:00
32375,819.3052978515625,2024-12-04 06:00:00
32376,805.0445556640625,2024-12-04 06:15:00
32377,789.9857177734375,2024-12-04 06:30:00
32378,786.4674072265625,2024-12-04 06:45:00
32379,827.3912353515625,2024-12-04 07:00:00
32380,814.0308837890625,2024-12-04 07:15:00
32381,798.6990966796875,2024-12-04 07:30:00
32382,796.4046630859375,2024-12-04 07:45:00
32383,1633.17431640625,2024-12-04 08:00:00
32384,6711.53662109375,2024-12-04 08:15:00
32385,10455.6357421875,2024-12-04 08:30:00
32386,10555.298828125,2024-12-04 08:45:00
32387,10247.0546875,2024-12-04 09:00:00
32388,9798.958984375,2024-12-04 09:15:00
32389,9674.703125,2024-12-04 09:30:00
32390,9595.4423828125,2024-12-04 09:45:00
32391,9651.41015625,2024-12-04 10:00:00
32392,9775.861328125,2024-12-04 10:15:00
32393,9752.9658203125,2024-12-04 10:30:00
32394,9748.10546875,2024-12-04 10:45:00
32395,9168.908203125,2024-12-04 11:00:00
32396,9176.853515625,2024-12-04 11:15:00
32397,9177.33984375,2024-12-04 11:30:00
32398,9193.0634765625,2024-12-04 11:45:00
32399,9802.4169921875,2024-12-04 12:00:00
32400,2632.71435546875,2024-12-04 12:15:00
32401,2601.014892578125,2024-12-04 12:30:00
32402,2569.944580078125,2024-12-04 12:45:00
32403,5721.1494140625,2024-12-04 13:00:00
32404,9119.0791015625,2024-12-04 13:15:00
32405,9199.7861328125,2024-12-04 13:30:00
32406,9089.02734375,2024-12-04 13:45:00
32407,9900.783203125,2024-12-04 14:00:00
32408,9900.8134765625,2024-12-04 14:15:00
32409,9976.869140625,2024-12-04 14:30:00
32410,9967.4404296875,2024-12-04 14:45:00
32411,10125.8251953125,2024-12-04 15:00:00
32412,10119.7783203125,2024-12-04 15:15:00
32413,10119.822265625,2024-12-04 15:30:00
32414,10118.26171875,2024-12-04 15:45:00
32415,10269.412109375,2024-12-04 16:00:00
32416,10269.91015625,2024-12-04 16:15:00
32417,10269.5791015625,2024-12-04 16:30:00
32418,10268.794921875,2024-12-04 16:45:00
32419,9416.9228515625,2024-12-04 17:00:00
32420,9532.685546875,2024-12-04 17:15:00
32421,9516.9150390625,2024-12-04 17:30:00
32422,9354.72265625,2024-12-04 17:45:00
32423,9060.7529296875,2024-12-04 18:00:00
32424,9046.3173828125,2024-12-04 18:15:00
32425,9012.05859375,2024-12-04 18:30:00
32426,8993.6083984375,2024-12-04 18:45:00
32427,9293.36328125,2024-12-04 19:00:00
32428,9315.2216796875,2024-12-04 19:15:00
32429,9308.09765625,2024-12-04 19:30:00
32430,9296.7080078125,2024-12-04 19:45:00
32431,9406.2373046875,2024-12-04 20:00:00
32432,9351.7626953125,2024-12-04 20:15:00
32433,9371.77734375,2024-12-04 20:30:00
32434,9352.6435546875,2024-12-04 20:45:00
32435,5910.15966796875,2024-12-04 21:00:00
32436,3013.998291015625,2024-12-04 21:15:00
32437,2877.948974609375,2024-12-04 21:30:00
32438,2881.52490234375,2024-12-04 21:45:00
32439,3083.118408203125,2024-12-04 22:00:00
32440,4098.62744140625,2024-12-04 22:15:00
32441,3920.355712890625,2024-12-04 22:30:00
32442,3824.795166015625,2024-12-04 22:45:00
32443,4057.71533203125,2024-12-04 23:00:00
32444,2974.933837890625,2024-12-04 23:15:00
32445,3036.9375,2024-12-04 23:30:00
32446,3020.5732421875,2024-12-04 23:45:00
32543,1931.2393798828125,2024-12-05 00:00:00
32448,2057.8974609375,2024-12-05 00:15:00
32449,2068.8779296875,2024-12-05 00:30:00
32450,2073.380615234375,2024-12-05 00:45:00
32451,1805.0751953125,2024-12-05 01:00:00
32452,1825.9017333984373,2024-12-05 01:15:00
32453,1847.38818359375,2024-12-05 01:30:00
32454,1868.743408203125,2024-12-05 01:45:00
32455,880.3458251953125,2024-12-05 02:00:00
32456,873.2103271484375,2024-12-05 02:15:00
32457,871.6273193359375,2024-12-05 02:30:00
32458,865.9744873046875,2024-12-05 02:45:00
32459,842.9476318359375,2024-12-05 03:00:00
32460,829.8323974609375,2024-12-05 03:15:00
32461,829.0216064453125,2024-12-05 03:30:00
32462,823.0574951171875,2024-12-05 03:45:00
32463,825.0040283203125,2024-12-05 04:00:00
32464,816.1666259765625,2024-12-05 04:15:00
32465,811.4981689453125,2024-12-05 04:30:00
32466,812.1373291015625,2024-12-05 04:45:00
32467,820.0081787109375,2024-12-05 05:00:00
32468,809.8819580078125,2024-12-05 05:15:00
32469,797.4774169921875,2024-12-05 05:30:00
32470,794.9095458984375,2024-12-05 05:45:00
32471,808.3157958984375,2024-12-05 06:00:00
32472,792.9759521484375,2024-12-05 06:15:00
32473,777.9195556640625,2024-12-05 06:30:00
32474,769.4964599609375,2024-12-05 06:45:00
32475,789.4154052734375,2024-12-05 07:00:00
32476,776.0924072265625,2024-12-05 07:15:00
32477,764.8577880859375,2024-12-05 07:30:00
32478,756.0001220703125,2024-12-05 07:45:00
32479,1466.3302001953125,2024-12-05 08:00:00
32480,6849.80126953125,2024-12-05 08:15:00
32481,10913.9560546875,2024-12-05 08:30:00
32482,11032.267578125,2024-12-05 08:45:00
32483,10212.265625,2024-12-05 09:00:00
32484,9760.9248046875,2024-12-05 09:15:00
32485,9629.8876953125,2024-12-05 09:30:00
32486,9571.5458984375,2024-12-05 09:45:00
32487,9613.4765625,2024-12-05 10:00:00
32488,9690.2783203125,2024-12-05 10:15:00
32489,9667.8525390625,2024-12-05 10:30:00
32490,9664.5107421875,2024-12-05 10:45:00
32491,9131.2763671875,2024-12-05 11:00:00
32492,9143.6806640625,2024-12-05 11:15:00
32493,9135.4072265625,2024-12-05 11:30:00
32494,9137.251953125,2024-12-05 11:45:00
32495,9599.8349609375,2024-12-05 12:00:00
32496,2604.4814453125,2024-12-05 12:15:00
32497,2573.687255859375,2024-12-05 12:30:00
32498,2557.47998046875,2024-12-05 12:45:00
32499,5681.1591796875,2024-12-05 13:00:00
32500,9096.029296875,2024-12-05 13:15:00
32501,9085.4609375,2024-12-05 13:30:00
32502,9009.958984375,2024-12-05 13:45:00
32503,9822.1259765625,2024-12-05 14:00:00
32504,9822.2919921875,2024-12-05 14:15:00
32505,9910.5888671875,2024-12-05 14:30:00
32506,9924.85546875,2024-12-05 14:45:00
32507,10067.39453125,2024-12-05 15:00:00
32508,10067.8798828125,2024-12-05 15:15:00
32509,10077.23828125,2024-12-05 15:30:00
32510,10075.6796875,2024-12-05 15:45:00
32511,10226.6787109375,2024-12-05 16:00:00
32512,10227.326171875,2024-12-05 16:15:00
32513,10227.0009765625,2024-12-05 16:30:00
32514,10226.21875,2024-12-05 16:45:00
32515,9440.3994140625,2024-12-05 17:00:00
32516,9480.0498046875,2024-12-05 17:15:00
32517,9493.80859375,2024-12-05 17:30:00
32518,9344.0087890625,2024-12-05 17:45:00
32519,9055.23828125,2024-12-05 18:00:00
32520,9041.2431640625,2024-12-05 18:15:00
32521,9007.173828125,2024-12-05 18:30:00
32522,8989.61328125,2024-12-05 18:45:00
32523,9288.9609375,2024-12-05 19:00:00
32524,9310.8330078125,2024-12-05 19:15:00
32525,9303.7451171875,2024-12-05 19:30:00
32526,9294.216796875,2024-12-05 19:45:00
32527,9401.8720703125,2024-12-05 20:00:00
32528,9347.4248046875,2024-12-05 20:15:00
32529,9367.4658203125,2024-12-05 20:30:00
32530,9349.96484375,2024-12-05 20:45:00
32531,5251.09912109375,2024-12-05 21:00:00
32532,2974.856689453125,2024-12-05 21:15:00
32533,2804.00244140625,2024-12-05 21:30:00
32534,2823.070068359375,2024-12-05 21:45:00
32535,2582.009521484375,2024-12-05 22:00:00
32536,2404.940185546875,2024-12-05 22:15:00
32537,2401.489501953125,2024-12-05 22:30:00
32538,2361.32470703125,2024-12-05 22:45:00
32539,2533.24755859375,2024-12-05 23:00:00
32540,2293.773193359375,2024-12-05 23:15:00
32541,2410.029541015625,2024-12-05 23:30:00
32542,2400.478515625,2024-12-05 23:45:00
32639,1831.9200439453125,2024-12-06 00:00:00
32544,1847.066650390625,2024-12-06 00:15:00
32545,1865.15234375,2024-12-06 00:30:00
32546,1881.7493896484373,2024-12-06 00:45:00
32547,1683.740478515625,2024-12-06 01:00:00
32548,1712.716552734375,2024-12-06 01:15:00
32549,1743.33349609375,2024-12-06 01:30:00
32550,1770.0694580078125,2024-12-06 01:45:00
32551,846.5877685546875,2024-12-06 02:00:00
32552,850.6444091796875,2024-12-06 02:15:00
32553,895.9195556640625,2024-12-06 02:30:00
32554,944.4122314453124,2024-12-06 02:45:00
32555,850.0037841796875,2024-12-06 03:00:00
32556,846.0001220703125,2024-12-06 03:15:00
32557,837.4378662109375,2024-12-06 03:30:00
32558,876.0596923828125,2024-12-06 03:45:00
32559,851.8062744140625,2024-12-06 04:00:00
32560,843.1043701171875,2024-12-06 04:15:00
32561,833.9866943359375,2024-12-06 04:30:00
32562,822.3836669921875,2024-12-06 04:45:00
32563,846.7908935546875,2024-12-06 05:00:00
32564,834.0667724609375,2024-12-06 05:15:00
32565,819.9095458984375,2024-12-06 05:30:00
32566,805.6185302734375,2024-12-06 05:45:00
32567,830.3494873046875,2024-12-06 06:00:00
32568,815.1492919921875,2024-12-06 06:15:00
32569,800.1859130859375,2024-12-06 06:30:00
32570,785.7437744140625,2024-12-06 06:45:00
32571,810.9605712890625,2024-12-06 07:00:00
32572,797.7401123046875,2024-12-06 07:15:00
32573,786.5638427734375,2024-12-06 07:30:00
32574,777.2735595703125,2024-12-06 07:45:00
32575,1344.6959228515625,2024-12-06 08:00:00
32576,6891.86962890625,2024-12-06 08:15:00
32577,10931.705078125,2024-12-06 08:30:00
32578,11077.75390625,2024-12-06 08:45:00
32579,10266.2734375,2024-12-06 09:00:00
32580,9887.279296875,2024-12-06 09:15:00
32581,9765.244140625,2024-12-06 09:30:00
32582,9685.94140625,2024-12-06 09:45:00
32583,9739.1044921875,2024-12-06 10:00:00
32584,9762.9697265625,2024-12-06 10:15:00
32585,9739.12109375,2024-12-06 10:30:00
32586,9730.30078125,2024-12-06 10:45:00
32587,9257.302734375,2024-12-06 11:00:00
32588,9269.375,2024-12-06 11:15:00
32589,9256.9306640625,2024-12-06 11:30:00
32590,9244.76171875,2024-12-06 11:45:00
32591,9683.955078125,2024-12-06 12:00:00
32592,2634.197021484375,2024-12-06 12:15:00
32593,2594.80419921875,2024-12-06 12:30:00
32594,2574.097900390625,2024-12-06 12:45:00
32595,5647.37353515625,2024-12-06 13:00:00
32596,9053.4033203125,2024-12-06 13:15:00
32597,9073.4091796875,2024-12-06 13:30:00
32598,9121.373046875,2024-12-06 13:45:00
32599,9870.98828125,2024-12-06 14:00:00
32600,9875.9599609375,2024-12-06 14:15:00
32601,10008.6357421875,2024-12-06 14:30:00
32602,10032.318359375,2024-12-06 14:45:00
32603,10183.205078125,2024-12-06 15:00:00
32604,10168.8447265625,2024-12-06 15:15:00
32605,10184.732421875,2024-12-06 15:30:00
32606,10183.1396484375,2024-12-06 15:45:00
32607,10328.0556640625,2024-12-06 16:00:00
32608,10329.4296875,2024-12-06 16:15:00
32609,10334.443359375,2024-12-06 16:30:00
32610,10333.6787109375,2024-12-06 16:45:00
32611,9494.45703125,2024-12-06 17:00:00
32612,9579.42578125,2024-12-06 17:15:00
32613,9593.1865234375,2024-12-06 17:30:00
32614,9396.7763671875,2024-12-06 17:45:00
32615,9044.3564453125,2024-12-06 18:00:00
32616,9065.7958984375,2024-12-06 18:15:00
32617,9042.9599609375,2024-12-06 18:30:00
32618,9030.4599609375,2024-12-06 18:45:00
32619,9263.044921875,2024-12-06 19:00:00
32620,9313.4921875,2024-12-06 19:15:00
32621,9332.8017578125,2024-12-06 19:30:00
32622,9342.5908203125,2024-12-06 19:45:00
32623,9375.9638671875,2024-12-06 20:00:00
32624,9333.1318359375,2024-12-06 20:15:00
32625,9386.1142578125,2024-12-06 20:30:00
32626,9377.359375,2024-12-06 20:45:00
32627,5423.85498046875,2024-12-06 21:00:00
32628,2982.274658203125,2024-12-06 21:15:00
32629,2782.218505859375,2024-12-06 21:30:00
32630,2794.970703125,2024-12-06 21:45:00
32631,2514.98193359375,2024-12-06 22:00:00
32632,2073.34765625,2024-12-06 22:15:00
32633,2096.86181640625,2024-12-06 22:30:00
32634,2040.4537353515625,2024-12-06 22:45:00
32635,2227.902099609375,2024-12-06 23:00:00
32636,2097.091552734375,2024-12-06 23:15:00
32637,2205.2158203125,2024-12-06 23:30:00
32638,2183.86962890625,2024-12-06 23:45:00
32735,1429.5628662109375,2024-12-07 00:00:00
32640,1408.3570556640625,2024-12-07 00:15:00
32641,1779.1754150390625,2024-12-07 00:30:00
32642,1800.1915283203125,2024-12-07 00:45:00
32643,1641.648681640625,2024-12-07 01:00:00
32644,1653.0347900390625,2024-12-07 01:15:00
32645,1680.0709228515625,2024-12-07 01:30:00
32646,1706.9267578125,2024-12-07 01:45:00
32647,960.5479736328124,2024-12-07 02:00:00
32648,964.8731689453124,2024-12-07 02:15:00
32649,971.3431396484376,2024-12-07 02:30:00
32650,991.4405517578124,2024-12-07 02:45:00
32651,933.5081787109376,2024-12-07 03:00:00
32652,913.3255615234376,2024-12-07 03:15:00
32653,918.9554443359376,2024-12-07 03:30:00
32654,938.3565673828124,2024-12-07 03:45:00
32655,915.1861572265624,2024-12-07 04:00:00
32656,896.7088623046875,2024-12-07 04:15:00
32657,876.6368408203125,2024-12-07 04:30:00
32658,883.5770263671875,2024-12-07 04:45:00
32659,892.8875732421875,2024-12-07 05:00:00
32660,876.5426025390625,2024-12-07 05:15:00
32661,854.0892333984375,2024-12-07 05:30:00
32662,828.9669189453125,2024-12-07 05:45:00
